/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1987-04-30	4.15	4.15	21197	21197	1
1987-05-01	4.19	4.19	21349	21349	1
1987-05-02	4.21	4.21	21425	21425	1
1987-05-03	4.18	4.18	21311	21311	1
1987-05-04	4.17	4.17	21273	21273	1
1987-05-05	4.18	4.18	21311	21311	1
1987-05-06	4.21	4.21	21425	21425	1
1987-05-07	4.24	4.24	21540	21540	1
1987-05-08	4.20	4.20	21387	21387	1
1987-05-09	4.18	4.18	21311	21311	1
1987-05-10	4.19	4.19	21349	21349	1
1987-05-11	4.24	4.24	21540	21540	1
1987-05-12	4.24	4.24	21540	21540	1
1987-05-13	4.22	4.22	21464	21464	1
1987-05-14	4.25	4.25	21579	21579	1
1987-05-15	4.25	4.25	21579	21579	1
1987-05-16	4.25	4.25	21579	21579	1
1987-05-17	4.26	4.26	21617	21617	1
1987-05-18	4.27	4.27	21655	21655	1
1987-05-19	4.27	4.27	21655	21655	1
1987-05-20	4.29	4.29	21732	21732	1
1987-05-21	4.35	4.35	21963	21963	1
1987-05-22	4.41	4.41	22196	22196	1
1987-05-23	4.41	4.41	22196	22196	1
1987-05-24	4.40	4.40	22157	22157	1
1987-05-25	4.39	4.39	22118	22118	1
1987-05-26	4.42	4.42	22234	22234	1
1987-05-27	4.44	4.44	22312	22312	1
1987-05-28	4.46	4.46	22390	22390	1
1987-05-29	4.46	4.46	22390	22390	1
1987-05-30	4.48	4.48	22468	22468	1
1987-05-31	4.49	4.49	22507	22507	1
1987-06-01	4.50	4.50	22546	22546	1
1987-06-02	4.51	4.51	22585	22585	1
1987-06-03	4.54	4.54	22703	22703	1
1987-06-04	4.54	4.54	22703	22703	1
1987-06-05	4.57	4.57	22821	22821	1
1987-06-06	4.57	4.57	22821	22821	1
1987-06-07	4.59	4.59	22899	22899	1
1987-06-08	4.62	4.62	23018	23018	1
1987-06-09	4.66	4.66	23176	23176	1
1987-06-10	4.68	4.68	23255	23255	1
1987-06-11	4.72	4.72	23414	23414	1
1987-06-12	4.74	4.74	23493	23493	1
1987-06-13	4.76	4.76	23573	23573	1
1987-06-14	4.77	4.77	23613	23613	1
1987-06-15	4.86	4.86	23974	23974	1
1987-06-16	4.90	4.90	24135	24135	1
1987-06-17	4.94	4.94	24296	24296	1
1987-06-18	4.95	4.95	24337	24337	1
1987-06-19	4.98	4.98	24459	24459	1
1987-06-20	5.00	5.00	24540	24540	1
1987-06-21	5.01	5.01	24580	24580	1
1987-06-22	5.04	5.04	24703	24703	1
1987-06-23	5.02	5.02	24621	24621	1
1987-06-24	5.04	5.04	24703	24703	1
1987-06-25	5.09	5.09	24907	24907	1
1987-06-26	5.09	5.09	24907	24907	1
1987-06-27	5.09	5.09	24907	24907	1
1987-06-28	5.06	5.06	24784	24784	1
1987-06-29	5.08	5.08	24866	24866	1
1987-06-30	5.04	5.04	24703	24703	1
1987-07-01	5.04	5.04	24703	24703	1
1987-07-02	5.04	5.04	24703	24703	1
1987-07-03	5.04	5.04	24703	24703	1
1987-07-04	5.00	5.00	24540	24540	1
1987-07-05	4.98	4.98	24459	24459	1
1987-07-06	5.00	5.00	24540	24540	1
1987-07-07	4.98	4.98	24459	24459	1
1987-07-08	4.96	4.96	24377	24377	1
1987-07-09	4.96	4.96	24377	24377	1
1987-07-10	4.97	4.97	24418	24418	1
1987-07-11	4.97	4.97	24418	24418	1
1987-07-12	4.96	4.96	24377	24377	1
1987-07-13	4.96	4.96	24377	24377	1
1987-07-14	4.92	4.92	24216	24216	1
1987-07-15	4.94	4.94	24296	24296	1
1987-07-16	4.94	4.94	24296	24296	1
1987-07-17	4.85	4.85	23934	23934	1
1987-07-18	4.85	4.85	23934	23934	1
1987-07-19	4.82	4.82	23813	23813	1
1987-07-20	4.86	4.86	23974	23974	1
1987-07-21	4.86	4.86	23974	23974	1
1987-07-22	4.86	4.86	23974	23974	1
1987-07-23	4.88	4.88	24054	24054	1
1987-07-24	4.86	4.86	23974	23974	1
1987-07-25	4.86	4.86	23974	23974	1
1987-07-26	4.85	4.85	23934	23934	1
1987-07-27	4.79	4.79	23693	23693	1
1987-07-28	4.79	4.79	23693	23693	1
1987-07-29	4.79	4.79	23693	23693	1
1987-07-30	4.73	4.73	23454	23454	1
1987-07-31	4.74	4.74	23493	23493	1
1987-08-01	4.76	4.76	23573	23573	1
1987-08-02	4.76	4.76	23573	23573	1
1987-08-03	4.70	4.70	23334	23334	1
1987-08-04	4.70	4.70	23334	23334	1
1987-08-05	4.70	4.70	23334	23334	1
1987-08-06	4.70	4.70	23334	23334	1
1987-08-07	4.61	4.61	22978	22978	1
1987-08-08	4.61	4.61	22978	22978	1
1987-08-09	4.58	4.58	22860	22860	1
1987-08-10	4.59	4.59	22899	22899	1
1987-08-11	4.57	4.57	22821	22821	1
1987-08-12	4.55	4.55	22742	22742	1
1987-08-13	4.52	4.52	22625	22625	1
1987-08-14	4.50	4.50	22546	22546	1
1987-08-15	4.47	4.47	22429	22429	1
1987-08-16	4.42	4.42	22234	22234	1
1987-08-17	4.40	4.40	22157	22157	1
1987-08-18	4.34	4.34	21925	21925	1
1987-08-19	4.34	4.34	21925	21925	1
1987-08-20	4.31	4.31	21809	21809	1
1987-08-21	4.29	4.29	21732	21732	1
1987-08-22	4.26	4.26	21617	21617	1
1987-08-23	4.24	4.24	21540	21540	1
1987-08-24	4.20	4.20	21387	21387	1
1987-08-25	4.15	4.15	21197	21197	1
1987-08-26	4.10	4.10	21007	21007	1
1987-08-27	4.08	4.08	20931	20931	1
1987-08-28	4.04	4.04	20781	20781	1
1987-08-29	4.00	4.00	20630	20630	1
1987-08-30	3.98	3.98	20555	20555	1
1987-08-31	3.90	3.90	20256	20256	1
1987-09-01	3.88	3.88	20182	20182	1
1987-09-02	3.86	3.86	20107	20107	1
1987-09-03	3.80	3.80	19885	19885	1
1987-09-04	3.72	3.72	19591	19591	1
1987-09-05	3.70	3.70	19517	19517	1
1987-09-06	3.67	3.67	19408	19408	1
1987-09-07	3.63	3.63	19262	19262	1
1987-09-08	3.54	3.54	18935	18935	1
1987-09-09	3.50	3.50	18791	18791	1
1987-09-10	3.42	3.42	18504	18504	1
1987-09-11	3.37	3.37	18326	18326	1
1987-09-12	3.34	3.34	18219	18219	1
1987-09-13	3.33	3.33	18184	18184	1
1987-09-14	3.24	3.24	17866	17866	1
1987-09-15	3.20	3.20	17725	17725	1
1987-09-16	3.18	3.18	17655	17655	1
1987-09-17	3.16	3.16	17585	17585	1
1987-09-18	3.14	3.14	17515	17515	1
1987-09-19	3.02	3.02	17099	17099	1
1987-09-20	3.00	3.00	17030	17030	1
1987-09-21	2.96	2.96	16892	16892	1
1987-09-22	2.93	2.93	16789	16789	1
1987-09-23	2.90	2.90	16687	16687	1
1987-09-24	2.84	2.84	16482	16482	1
1987-09-25	2.82	2.82	16414	16414	1
1987-09-26	2.76	2.76	16212	16212	1
1987-09-27	2.74	2.74	16144	16144	1
1987-09-28	2.80	2.80	16347	16347	1
1987-09-29	2.80	2.80	16347	16347	1
1987-09-30	2.75	2.75	16178	16178	1
1987-10-01	2.68	2.68	15943	15943	1
1987-10-02	2.60	2.60	15676	15676	1
1987-10-03	2.58	2.58	15610	15610	1
1987-10-04	2.57	2.57	15577	15577	1
1987-10-05	2.46	2.46	15214	15214	1
1987-10-06	2.43	2.43	15116	15116	1
1987-10-07	2.41	2.41	15050	15050	1
1987-10-08	2.36	2.36	14888	14888	1
1987-10-09	2.40	2.40	15018	15018	1
1987-10-10	2.39	2.39	14985	14985	1
1987-10-11	2.38	2.38	14953	14953	1
1987-10-12	2.29	2.29	14661	14661	1
1987-10-13	2.32	2.32	14758	14758	1
1987-10-14	2.35	2.35	14855	14855	1
1987-10-15	2.38	2.38	14953	14953	1
1987-10-16	2.39	2.39	14985	14985	1
1987-10-17	2.38	2.38	14953	14953	1
1987-10-18	2.35	2.35	14855	14855	1
1987-10-19	2.36	2.36	14888	14888	1
1987-10-20	2.36	2.36	14888	14888	1
1987-10-21	2.34	2.34	14823	14823	1
1987-10-22	2.32	2.32	14758	14758	1
1987-10-23	2.25	2.25	14532	14532	1
1987-10-24	2.32	2.32	14758	14758	1
1987-10-25	2.33	2.33	14790	14790	1
1987-10-26	2.42	2.42	15083	15083	1
1987-10-27	2.39	2.39	14985	14985	1
1987-10-28	2.37	2.37	14920	14920	1
1987-10-29	2.36	2.36	14888	14888	1
1987-10-30	2.40	2.40	15018	15018	1
1987-10-31	2.48	2.48	15280	15280	1
1987-11-01	2.48	2.48	15280	15280	1
1987-11-02	2.56	2.56	15543	15543	1
1987-11-03	2.58	2.58	15610	15610	1
1987-11-04	2.61	2.61	15709	15709	1
1987-11-05	2.80	2.80	16347	16347	1
1987-11-06	2.82	2.82	16414	16414	1
1987-11-07	2.81	2.81	16381	16381	1
1987-11-08	2.79	2.79	16313	16313	1
1987-11-09	2.71	2.71	16043	16043	1
1987-11-10	2.71	2.71	16043	16043	1
1987-11-11	2.72	2.72	16077	16077	1
1987-11-12	2.71	2.71	16043	16043	1
1987-11-13	2.70	2.70	16010	16010	1
1987-11-14	2.72	2.72	16077	16077	1
1987-11-15	2.73	2.73	16111	16111	1
1987-11-16	2.75	2.75	16178	16178	1
1987-11-17	2.82	2.82	16414	16414	1
1987-11-18	2.84	2.84	16482	16482	1
1987-11-19	2.96	2.96	16892	16892	1
1987-11-20	3.02	3.02	17099	17099	1
1987-11-21	3.08	3.08	17306	17306	1
1987-11-22	3.11	3.11	17411	17411	1
1987-11-23	3.18	3.18	17655	17655	1
1987-11-24	3.20	3.20	17725	17725	1
1987-11-25	3.22	3.22	17795	17795	1
1987-11-26	3.24	3.24	17866	17866	1
1987-11-27	3.26	3.26	17936	17936	1
1987-11-28	3.30	3.30	18077	18077	1
1987-11-29	3.32	3.32	18148	18148	1
1987-11-30	3.36	3.36	18290	18290	1
1987-12-01	3.38	3.38	18361	18361	1
1987-12-02	3.40	3.40	18433	18433	1
1987-12-03	3.42	3.42	18504	18504	1
1987-12-04	3.42	3.42	18504	18504	1
1987-12-05	3.46	3.46	18647	18647	1
1987-12-06	3.47	3.47	18683	18683	1
1987-12-07	3.47	3.47	18683	18683	1
1987-12-08	3.47	3.47	18683	18683	1
1987-12-09	3.47	3.47	18683	18683	1
1987-12-10	3.50	3.50	18791	18791	1
1987-12-11	3.50	3.50	18791	18791	1
1987-12-12	3.46	3.46	18647	18647	1
1987-12-13	3.43	3.43	18540	18540	1
1987-12-14	3.44	3.44	18576	18576	1
1987-12-15	3.43	3.43	18540	18540	1
1987-12-16	3.42	3.42	18504	18504	1
1987-12-17	3.39	3.39	18397	18397	1
1987-12-18	3.39	3.39	18397	18397	1
1987-12-19	3.38	3.38	18361	18361	1
1987-12-20	3.35	3.35	18255	18255	1
1987-12-21	3.32	3.32	18148	18148	1
1987-12-22	3.30	3.30	18077	18077	1
1987-12-23	3.26	3.26	17936	17936	1
1987-12-24	3.24	3.24	17866	17866	1
1987-12-25	3.24	3.24	17866	17866	1
1987-12-26	3.20	3.20	17725	17725	1
1987-12-27	3.13	3.13	17480	17480	1
1987-12-28	3.06	3.06	17237	17237	1
1987-12-29	3.06	3.06	17237	17237	1
1987-12-30	3.06	3.06	17237	17237	1
1987-12-31	3.03	3.03	17133	17133	1
1988-01-01	3.03	3.03	17133	17133	1
1988-01-02	2.99	2.99	16995	16995	1
1988-01-03	2.95	2.95	16858	16858	1
1988-01-04	2.95	2.95	16858	16858	1
1988-01-05	2.94	2.94	16823	16823	1
1988-01-06	2.84	2.84	16482	16482	1
1988-01-07	2.82	2.82	16414	16414	1
1988-01-08	2.77	2.77	16245	16245	1
1988-01-09	2.71	2.71	16043	16043	1
1988-01-10	2.65	2.65	15843	15843	1
1988-01-11	2.61	2.61	15709	15709	1
1988-01-12	2.59	2.59	15643	15643	1
1988-01-13	2.58	2.58	15610	15610	1
1988-01-14	2.58	2.58	15610	15610	1
1988-01-15	2.56	2.56	15543	15543	1
1988-01-16	2.55	2.55	15510	15510	1
1988-01-17	2.54	2.54	15477	15477	1
1988-01-18	2.58	2.58	15610	15610	1
1988-01-19	2.58	2.58	15610	15610	1
1988-01-20	2.56	2.56	15543	15543	1
1988-01-21	2.59	2.59	15643	15643	1
1988-01-22	2.64	2.64	15809	15809	1
1988-01-23	2.72	2.72	16077	16077	1
1988-01-24	2.75	2.75	16178	16178	1
1988-01-25	3.04	3.04	17168	17168	1
1988-01-26	3.20	3.20	17725	17725	1
1988-01-27	3.45	3.45	18612	18612	1
1988-01-28	3.45	3.45	18612	18612	1
1988-01-29	3.50	3.50	18791	18791	1
1988-01-30	3.55	3.55	18972	18972	1
1988-01-31	3.62	3.62	19226	19226	1
1988-02-01	3.67	3.67	19408	19408	1
1988-02-02	3.71	3.71	19554	19554	1
1988-02-03	3.72	3.72	19591	19591	1
1988-02-04	3.69	3.69	19481	19481	1
1988-02-05	3.70	3.70	19517	19517	1
1988-02-06	3.70	3.70	19517	19517	1
1988-02-07	3.68	3.68	19444	19444	1
1988-02-08	3.74	3.74	19664	19664	1
1988-02-09	3.74	3.74	19664	19664	1
1988-02-10	3.74	3.74	19664	19664	1
1988-02-11	3.75	3.75	19701	19701	1
1988-02-12	3.75	3.75	19701	19701	1
1988-02-13	3.75	3.75	19701	19701	1
1988-02-14	3.70	3.70	19517	19517	1
1988-02-15	3.63	3.63	19262	19262	1
1988-02-16	3.58	3.58	19080	19080	1
1988-02-17	3.51	3.51	18827	18827	1
1988-02-18	3.47	3.47	18683	18683	1
1988-02-19	3.41	3.41	18468	18468	1
1988-02-20	3.36	3.36	18290	18290	1
1988-02-21	3.31	3.31	18113	18113	1
1988-02-22	3.24	3.24	17866	17866	1
1988-02-23	3.20	3.20	17725	17725	1
1988-02-24	3.18	3.18	17655	17655	1
1988-02-25	3.30	3.30	18077	18077	1
1988-02-26	3.34	3.34	18219	18219	1
1988-02-27	3.32	3.32	18148	18148	1
1988-02-28	3.30	3.30	18077	18077	1
1988-02-29	3.28	3.28	18007	18007	1
1988-03-01	3.26	3.26	17936	17936	1
1988-03-02	3.23	3.23	17830	17830	1
1988-03-03	3.20	3.20	17725	17725	1
1988-03-04	3.20	3.20	17725	17725	1
1988-03-05	3.22	3.22	17795	17795	1
1988-03-06	3.22	3.22	17795	17795	1
1988-03-07	3.30	3.30	18077	18077	1
1988-03-08	3.32	3.32	18148	18148	1
1988-03-09	3.38	3.38	18361	18361	1
1988-03-10	3.38	3.38	18361	18361	1
1988-03-11	3.40	3.40	18433	18433	1
1988-03-12	3.44	3.44	18576	18576	1
1988-03-13	3.46	3.46	18647	18647	1
1988-03-14	3.62	3.62	19226	19226	1
1988-03-15	3.64	3.64	19298	19298	1
1988-03-16	3.56	3.56	19008	19008	1
1988-03-17	3.52	3.52	18863	18863	1
1988-03-18	3.49	3.49	18755	18755	1
1988-03-19	3.51	3.51	18827	18827	1
1988-03-20	3.51	3.51	18827	18827	1
1988-03-21	3.52	3.52	18863	18863	1
1988-03-22	3.52	3.52	18863	18863	1
1988-03-23	3.53	3.53	18899	18899	1
1988-03-24	3.58	3.58	19080	19080	1
1988-03-25	3.60	3.60	19153	19153	1
1988-03-26	3.68	3.68	19444	19444	1
1988-03-27	3.71	3.71	19554	19554	1
1988-03-28	3.82	3.82	19959	19959	1
1988-03-29	3.88	3.88	20182	20182	1
1988-03-30	3.87	3.87	20145	20145	1
1988-03-31	3.87	3.87	20145	20145	1
1988-04-01	3.86	3.86	20107	20107	1
1988-04-02	3.88	3.88	20182	20182	1
1988-04-03	3.86	3.86	20107	20107	1
1988-04-04	3.86	3.86	20107	20107	1
1988-04-05	3.86	3.86	20107	20107	1
1988-04-06	3.86	3.86	20107	20107	1
1988-04-07	3.82	3.82	19959	19959	1
1988-04-08	3.76	3.76	19738	19738	1
1988-04-09	3.76	3.76	19738	19738	1
1988-04-10	3.71	3.71	19554	19554	1
1988-04-11	3.72	3.72	19591	19591	1
1988-04-12	3.66	3.66	19371	19371	1
1988-04-13	3.61	3.61	19189	19189	1
1988-04-14	3.58	3.58	19080	19080	1
1988-04-15	3.52	3.52	18863	18863	1
1988-04-16	3.43	3.43	18540	18540	1
1988-04-17	3.36	3.36	18290	18290	1
1988-04-18	3.34	3.34	18219	18219	1
1988-04-19	3.29	3.29	18042	18042	1
1988-04-20	3.23	3.23	17830	17830	1
1988-04-21	3.21	3.21	17760	17760	1
1988-04-22	3.18	3.18	17655	17655	1
1988-04-23	3.17	3.17	17620	17620	1
1988-04-24	3.16	3.16	17585	17585	1
1988-04-25	3.15	3.15	17550	17550	1
1988-04-26	3.17	3.17	17620	17620	1
1988-04-27	3.18	3.18	17655	17655	1
1988-04-28	3.21	3.21	17760	17760	1
1988-04-29	3.23	3.23	17830	17830	1
1988-04-30	3.24	3.24	17866	17866	1
1988-05-01	3.25	3.25	17901	17901	1
1988-05-02	3.20	3.20	17725	17725	1
1988-05-03	3.22	3.22	17795	17795	1
1988-05-04	3.27	3.27	17971	17971	1
1988-05-05	3.32	3.32	18148	18148	1
1988-05-06	3.34	3.34	18219	18219	1
1988-05-07	3.37	3.37	18326	18326	1
1988-05-08	3.38	3.38	18361	18361	1
1988-05-09	3.46	3.46	18647	18647	1
1988-05-10	3.48	3.48	18719	18719	1
1988-05-11	3.50	3.50	18791	18791	1
1988-05-12	3.54	3.54	18935	18935	1
1988-05-13	3.56	3.56	19008	19008	1
1988-05-14	3.58	3.58	19080	19080	1
1988-05-15	3.60	3.60	19153	19153	1
1988-05-16	3.60	3.60	19153	19153	1
1988-05-17	3.62	3.62	19226	19226	1
1988-05-18	3.64	3.64	19298	19298	1
1988-05-19	3.66	3.66	19371	19371	1
1988-05-20	3.69	3.69	19481	19481	1
1988-05-21	3.66	3.66	19371	19371	1
1988-05-22	3.65	3.65	19335	19335	1
1988-05-23	3.64	3.64	19298	19298	1
1988-05-24	3.64	3.64	19298	19298	1
1988-05-25	3.64	3.64	19298	19298	1
1988-05-26	3.66	3.66	19371	19371	1
1988-05-27	3.67	3.67	19408	19408	1
1988-05-28	3.63	3.63	19262	19262	1
1988-05-29	3.63	3.63	19262	19262	1
1988-05-30	3.62	3.62	19226	19226	1
1988-05-31	3.62	3.62	19226	19226	1
1988-06-01	3.64	3.64	19298	19298	1
1988-06-02	3.66	3.66	19371	19371	1
1988-06-03	3.68	3.68	19444	19444	1
1988-06-04	3.70	3.70	19517	19517	1
1988-06-05	3.70	3.70	19517	19517	1
1988-06-06	3.76	3.76	19738	19738	1
1988-06-07	3.78	3.78	19811	19811	1
1988-06-08	3.80	3.80	19885	19885	1
1988-06-09	3.84	3.84	20033	20033	1
1988-06-10	3.88	3.88	20182	20182	1
1988-06-11	3.92	3.92	20331	20331	1
1988-06-12	3.93	3.93	20368	20368	1
1988-06-13	3.95	3.95	20443	20443	1
1988-06-14	3.96	3.96	20480	20480	1
1988-06-15	4.00	4.00	20630	20630	1
1988-06-16	4.03	4.03	20743	20743	1
1988-06-17	4.06	4.06	20856	20856	1
1988-06-18	4.08	4.08	20931	20931	1
1988-06-19	4.09	4.09	20969	20969	1
1988-06-20	4.10	4.10	21007	21007	1
1988-06-21	4.10	4.10	21007	21007	1
1988-06-22	4.12	4.12	21083	21083	1
1988-06-23	4.14	4.14	21159	21159	1
1988-06-24	4.16	4.16	21235	21235	1
1988-06-25	4.17	4.17	21273	21273	1
1988-06-26	4.17	4.17	21273	21273	1
1988-06-27	4.20	4.20	21387	21387	1
1988-06-28	4.20	4.20	21387	21387	1
1988-06-29	4.22	4.22	21464	21464	1
1988-06-30	4.22	4.22	21464	21464	1
1988-07-01	4.22	4.22	21464	21464	1
1988-07-02	4.23	4.23	21502	21502	1
1988-07-03	4.23	4.23	21502	21502	1
1988-07-04	4.26	4.26	21617	21617	1
1988-07-05	4.28	4.28	21694	21694	1
1988-07-06	4.30	4.30	21771	21771	1
1988-07-07	4.31	4.31	21809	21809	1
1988-07-08	4.31	4.31	21809	21809	1
1988-07-09	4.30	4.30	21771	21771	1
1988-07-10	4.30	4.30	21771	21771	1
1988-07-11	4.30	4.30	21771	21771	1
1988-07-12	4.30	4.30	21771	21771	1
1988-07-13	4.31	4.31	21809	21809	1
1988-07-14	4.31	4.31	21809	21809	1
1988-07-15	4.30	4.30	21771	21771	1
1988-07-16	4.28	4.28	21694	21694	1
1988-07-17	4.27	4.27	21655	21655	1
1988-07-18	4.25	4.25	21579	21579	1
1988-07-19	4.24	4.24	21540	21540	1
1988-07-20	4.22	4.22	21464	21464	1
1988-07-21	4.22	4.22	21464	21464	1
1988-07-22	4.24	4.24	21540	21540	1
1988-07-23	4.22	4.22	21464	21464	1
1988-07-24	4.20	4.20	21387	21387	1
1988-07-25	4.20	4.20	21387	21387	1
1988-07-26	4.20	4.20	21387	21387	1
1988-07-27	4.20	4.20	21387	21387	1
1988-07-28	4.18	4.18	21311	21311	1
1988-07-29	4.16	4.16	21235	21235	1
1988-07-30	4.12	4.12	21083	21083	1
1988-07-31	4.10	4.10	21007	21007	1
1988-08-01	4.05	4.05	20818	20818	1
1988-08-02	4.02	4.02	20705	20705	1
1988-08-03	4.00	4.00	20630	20630	1
1988-08-04	4.00	4.00	20630	20630	1
1988-08-05	4.02	4.02	20705	20705	1
1988-08-06	4.02	4.02	20705	20705	1
1988-08-07	4.00	4.00	20630	20630	1
1988-08-08	3.98	3.98	20555	20555	1
1988-08-09	3.95	3.95	20443	20443	1
1988-08-10	3.94	3.94	20405	20405	1
1988-08-11	3.94	3.94	20405	20405	1
1988-08-12	3.96	3.96	20480	20480	1
1988-08-13	3.96	3.96	20480	20480	1
1988-08-14	3.94	3.94	20405	20405	1
1988-08-15	3.93	3.93	20368	20368	1
1988-08-16	3.87	3.87	20145	20145	1
1988-08-17	3.86	3.86	20107	20107	1
1988-08-18	3.87	3.87	20145	20145	1
1988-08-19	3.87	3.87	20145	20145	1
1988-08-20	3.83	3.83	19996	19996	1
1988-08-21	3.81	3.81	19922	19922	1
1988-08-22	3.80	3.80	19885	19885	1
1988-08-23	3.82	3.82	19959	19959	1
1988-08-24	3.76	3.76	19738	19738	1
1988-08-25	3.71	3.71	19554	19554	1
1988-08-26	3.71	3.71	19554	19554	1
1988-08-27	3.71	3.71	19554	19554	1
1988-08-28	3.70	3.70	19517	19517	1
1988-08-29	3.68	3.68	19444	19444	1
1988-08-30	3.64	3.64	19298	19298	1
1988-08-31	3.62	3.62	19226	19226	1
1988-09-01	3.62	3.62	19226	19226	1
1988-09-02	3.58	3.58	19080	19080	1
1988-09-03	3.58	3.58	19080	19080	1
1988-09-04	3.56	3.56	19008	19008	1
1988-09-05	3.55	3.55	18972	18972	1
1988-09-06	3.52	3.52	18863	18863	1
1988-09-07	3.50	3.50	18791	18791	1
1988-09-08	3.52	3.52	18863	18863	1
1988-09-09	3.50	3.50	18791	18791	1
1988-09-10	3.45	3.45	18612	18612	1
1988-09-11	3.45	3.45	18612	18612	1
1988-09-12	3.42	3.42	18504	18504	1
1988-09-13	3.40	3.40	18433	18433	1
1988-09-14	3.40	3.40	18433	18433	1
1988-09-15	3.36	3.36	18290	18290	1
1988-09-16	3.38	3.38	18361	18361	1
1988-09-17	3.38	3.38	18361	18361	1
1988-09-18	3.38	3.38	18361	18361	1
1988-09-19	3.35	3.35	18255	18255	1
1988-09-20	3.34	3.34	18219	18219	1
1988-09-21	3.32	3.32	18148	18148	1
1988-09-22	3.32	3.32	18148	18148	1
1988-09-23	3.34	3.34	18219	18219	1
1988-09-24	3.38	3.38	18361	18361	1
1988-09-25	3.38	3.38	18361	18361	1
1988-09-26	3.30	3.30	18077	18077	1
1988-09-27	3.30	3.30	18077	18077	1
1988-09-28	3.30	3.30	18077	18077	1
1988-09-29	3.32	3.32	18148	18148	1
1988-09-30	3.34	3.34	18219	18219	1
1988-10-01	3.38	3.38	18361	18361	1
1988-10-02	3.40	3.40	18433	18433	1
1988-10-03	3.42	3.42	18504	18504	1
1988-10-04	3.44	3.44	18576	18576	1
1988-10-05	3.44	3.44	18576	18576	1
1988-10-06	3.46	3.46	18647	18647	1
1988-10-07	3.50	3.50	18791	18791	1
1988-10-08	3.54	3.54	18935	18935	1
1988-10-09	3.56	3.56	19008	19008	1
1988-10-10	3.58	3.58	19080	19080	1
1988-10-11	3.58	3.58	19080	19080	1
1988-10-12	3.50	3.50	18791	18791	1
1988-10-13	3.42	3.42	18504	18504	1
1988-10-14	3.30	3.30	18077	18077	1
1988-10-15	3.22	3.22	17795	17795	1
1988-10-16	3.00	3.00	17030	17030	1
1988-10-17	2.86	2.86	16550	16550	1
1988-10-18	2.76	2.76	16212	16212	1
1988-10-19	2.56	2.56	15543	15543	1
1988-10-20	2.40	2.40	15018	15018	1
1988-10-21	2.22	2.22	14436	14436	1
1988-10-22	2.16	2.16	14244	14244	1
1988-10-23	2.03	2.03	13833	13833	1
1988-10-24	1.96	1.96	13613	13613	1
1988-10-25	1.90	1.90	13426	13426	1
1988-10-26	1.84	1.84	13241	13241	1
1988-10-27	1.84	1.84	13241	13241	1
1988-10-28	1.85	1.85	13271	13271	1
1988-10-29	1.80	1.80	13117	13117	1
1988-10-30	1.75	1.75	12964	12964	1
1988-10-31	1.96	1.96	13613	13613	1
1988-11-01	2.01	2.01	13770	13770	1
1988-11-02	2.02	2.02	13801	13801	1
1988-11-03	2.02	2.02	13801	13801	1
1988-11-04	2.06	2.06	13927	13927	1
1988-11-05	2.14	2.14	14181	14181	1
1988-11-06	2.19	2.19	14340	14340	1
1988-11-07	2.26	2.26	14564	14564	1
1988-11-08	2.32	2.32	14758	14758	1
1988-11-09	2.36	2.36	14888	14888	1
1988-11-10	2.52	2.52	15411	15411	1
1988-11-11	2.62	2.62	15743	15743	1
1988-11-12	2.62	2.62	15743	15743	1
